,Collection,PatientID,PatientName,PatientSex,StudyInstanceUID,StudyDate,StudyDescription,SeriesCount
85,Mouse-Mammary,MMC_SJ_1211722,MMC_SJ_1211722,F,1.3.46.670589.11.17169.5.0.10972.2013011009224068122.1,2013-01-10,Preinvasive mammary neoplasia,1
86,Mouse-Mammary,MMC_SJ_1211722,MMC_SJ_1211722,F,1.3.46.670589.11.17169.5.0.9748.2013012811313049371.1,2013-01-28,Preinvasive mammary neoplasia,1
87,Mouse-Mammary,MMC_SJ_1211722,MMC_SJ_1211722,F,1.3.46.670589.11.17169.5.0.7096.2013011712114551058.1,2013-01-17,Preinvasive mammary neoplasia,1
88,Mouse-Mammary,MMC_SJ_1211722,MMC_SJ_1211722,F,1.3.46.670589.11.17169.5.0.9748.2013013109480624936.1,2013-01-31,Preinvasive mammary neoplasia,1
89,Mouse-Mammary,MMC_SJ_1211722,MMC_SJ_1211722,F,1.3.46.670589.11.17169.5.0.8484.2013010710015085210.1,2013-01-07,Preinvasive mammary neoplasia,1
90,Mouse-Mammary,MMC_SJ_1211722,MMC_SJ_1211722,F,1.3.46.670589.11.17169.5.0.9912.2012121708280012132.2,2012-12-17,Preinvasive mammary neoplasia,1
91,Mouse-Mammary,MMC_SJ_1211722,MMC_SJ_1211722,F,1.3.46.670589.11.17169.5.0.7408.2013010210080118091.1,2013-01-02,Preinvasive mammary neoplasia,1
92,Mouse-Mammary,MMC_SJ_1211722,MMC_SJ_1211722,F,1.3.46.670589.11.17169.5.0.10972.2013011409103298218.1,2013-01-14,Preinvasive mammary neoplasia,1
93,Mouse-Mammary,MMC_SJ_1211722,MMC_SJ_1211722,F,1.3.46.670589.11.17169.5.0.9748.2013012411142415159.1,2013-01-24,Preinvasive mammary neoplasia,1
94,Mouse-Mammary,MMC_SJ_1212200,MMC_SJ_1212200,F,1.3.46.670589.11.17169.5.0.9748.2013012810295379335.2,2013-01-28,Preinvasive mammary neoplasia,1
95,Mouse-Mammary,MMC_SJ_1212200,MMC_SJ_1212200,F,1.3.46.670589.11.17169.5.0.9748.2013013109012927910.2,2013-01-31,Preinvasive mammary neoplasia,1
96,Mouse-Mammary,MMC_SJ_1212200,MMC_SJ_1212200,F,1.3.46.670589.11.17169.5.0.9748.2013012409115851124.2,2013-01-24,Preinvasive mammary neoplasia,1
97,Mouse-Mammary,MMC_SJ_1212200,MMC_SJ_1212200,F,1.3.46.670589.11.17169.5.0.10972.2013011412302495306.1,2013-01-14,Preinvasive mammary neoplasia,1
98,Mouse-Mammary,MMC_SJ_1212200,MMC_SJ_1212200,F,1.3.46.670589.11.17169.5.0.7096.2013011711090998030.2,2013-01-17,Preinvasive mammary neoplasia,1
99,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.9912.2012121308093474000.2,2012-12-13,Preinvasive mammary neoplasia,1
100,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.8484.2013010412234371150.1,2013-01-04,Preinvasive mammary neoplasia,2
101,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.7096.2013011711365535044.1,2013-01-17,Preinvasive mammary neoplasia,2
102,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.8484.2013010710435417232.1,2013-01-07,Preinvasive mammary neoplasia,1
103,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.10972.2013011010090342140.1,2013-01-10,Preinvasive mammary neoplasia,2
104,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.6200.2012121009052673780.2,2012-12-10,Preinvasive mammary neoplasia,1
105,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.6200.2012120609151364500.2,2012-12-06,Preinvasive mammary neoplasia,2
106,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.7408.2013010211343407123.1,2013-01-02,Preinvasive mammary neoplasia,1
107,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.6356.2012121909515285148.1,2012-12-19,Preinvasive mammary neoplasia,1
108,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.10972.2013011410293275244.1,2013-01-14,Preinvasive mammary neoplasia,2
109,Mouse-Mammary,MMC_SJ_1209932,MMC_SJ_1209932,F,1.3.46.670589.11.17169.5.0.9912.2012121708280012132.1,2012-12-17,Preinvasive mammary neoplasia,1
110,Mouse-Mammary,MMC_SJ_1211712,MMC_SJ_1211712,F,1.3.46.670589.11.17169.5.0.6200.2012121011151350826.2,2012-12-10,Preinvasive mammary neoplasia,1
111,Mouse-Mammary,MMC_SJ_1211712,MMC_SJ_1211712,F,1.3.46.670589.11.17169.5.0.6356.2012121911152371184.1,2012-12-19,Preinvasive mammary neoplasia,1
112,Mouse-Mammary,MMC_SJ_1211712,MMC_SJ_1211712,F,1.3.46.670589.11.17169.5.0.7408.2013010209283804061.2,2013-01-02,Preinvasive mammary neoplasia,1
113,Mouse-Mammary,MMC_SJ_1211712,MMC_SJ_1211712,F,1.3.46.670589.11.17169.5.0.9912.2012121710110293196.2,2012-12-17,Preinvasive mammary neoplasia,1
114,Mouse-Mammary,MMC_SJ_1211712,MMC_SJ_1211712,F,1.3.46.670589.11.17169.5.0.9912.2012121310154456076.2,2012-12-13,Preinvasive mammary neoplasia,1
115,Mouse-Mammary,MMC_SJ_1211712,MMC_SJ_1211712,F,1.3.46.670589.11.17169.5.0.8484.2013010410180525096.2,2013-01-04,Preinvasive mammary neoplasia,1
116,Mouse-Mammary,MMC_SJ_1211712,MMC_SJ_1211712,F,1.3.46.670589.11.17169.5.0.6200.2012120611305842572.2,2012-12-06,Preinvasive mammary neoplasia,1
117,Mouse-Mammary,MMC_SJ_1210189,MMC_SJ_1210189,F,1.3.46.670589.11.17169.5.0.6200.2012121010263736808.1,2012-12-10,Preinvasive mammary neoplasia,1
118,Mouse-Mammary,MMC_SJ_1210189,MMC_SJ_1210189,F,1.3.46.670589.11.17169.5.0.9912.2012121709145028160.2,2012-12-17,Preinvasive mammary neoplasia,1
119,Mouse-Mammary,MMC_SJ_1210189,MMC_SJ_1210189,F,1.3.46.670589.11.17169.5.0.6200.2012120611124553558.1,2012-12-06,Preinvasive mammary neoplasia,1
120,Mouse-Mammary,MMC_SJ_1210189,MMC_SJ_1210189,F,1.3.46.670589.11.17169.5.0.9912.2012121309260426054.1,2012-12-13,Preinvasive mammary neoplasia,1
121,Mouse-Mammary,MMC_SJ_1209929,MMC_SJ_1209929,F,1.3.46.670589.11.17169.5.0.9912.2012121308093474000.1,2012-12-13,Preinvasive mammary neoplasia,1
122,Mouse-Mammary,MMC_SJ_1209929,MMC_SJ_1209929,F,1.3.46.670589.11.17169.5.0.6200.2012121009052673780.1,2012-12-10,Preinvasive mammary neoplasia,1
123,Mouse-Mammary,MMC_SJ_1209929,MMC_SJ_1209929,F,1.3.46.670589.11.17169.5.0.6200.2012120609151364500.1,2012-12-06,Preinvasive mammary neoplasia,2
124,Mouse-Mammary,MMC_SJ_1211717,MMC_SJ_1211717,F,1.3.46.670589.11.17169.5.0.8484.2013010412234371150.2,2013-01-04,Preinvasive mammary neoplasia,2
125,Mouse-Mammary,MMC_SJ_1211717,MMC_SJ_1211717,F,1.3.46.670589.11.17169.5.0.10972.2013011011251039172.2,2013-01-10,Preinvasive mammary neoplasia,2
126,Mouse-Mammary,MMC_SJ_1211717,MMC_SJ_1211717,F,1.3.46.670589.11.17169.5.0.9912.2012121709393634182.2,2012-12-17,Preinvasive mammary neoplasia,1
127,Mouse-Mammary,MMC_SJ_1211717,MMC_SJ_1211717,F,1.3.46.670589.11.17169.5.0.9748.2013012412233996191.2,2013-01-24,Preinvasive mammary neoplasia,1
128,Mouse-Mammary,MMC_SJ_1211717,MMC_SJ_1211717,F,1.3.46.670589.11.17169.5.0.10972.2013011411294431272.2,2013-01-14,Preinvasive mammary neoplasia,1
129,Mouse-Mammary,MMC_SJ_1211717,MMC_SJ_1211717,F,1.3.46.670589.11.17169.5.0.6356.2012121908351592112.2,2012-12-19,Preinvasive mammary neoplasia,1
130,Mouse-Mammary,MMC_SJ_1211717,MMC_SJ_1211717,F,1.3.46.670589.11.17169.5.0.7408.2013010211343407123.2,2013-01-02,Preinvasive mammary neoplasia,1
131,Mouse-Mammary,MMC_SJ_1211717,MMC_SJ_1211717,F,1.3.46.670589.11.17169.5.0.7096.2013011713323479112.2,2013-01-17,Preinvasive mammary neoplasia,1
132,Mouse-Mammary,MMC_SJ_21167,SJ_21167,F,1.3.46.670589.11.17169.5.0.4180.2010120810483966248,2010-12-08,with DCE,4
133,Mouse-Mammary,MMC_SJ_18736,SJ_18736,F,1.3.46.670589.11.17169.5.0.2312.2010090909564264281,2010-09-09,,2
134,Mouse-Mammary,MMC_SJ_20451,SJ_20451,F,1.3.46.670589.11.17169.5.0.4884.2010101409210464161,2010-10-14,with DCE,5
135,Mouse-Mammary,MMC_SJ_18737,SJ_18737,F,1.3.46.670589.11.17169.5.0.2312.2010090912021453333,2010-09-09,,3
136,Mouse-Mammary,MMC_SJ_18734,SJ_18734,F,1.3.46.670589.11.17169.5.0.4500.2010091511011651278,2010-09-15,,4
137,Mouse-Mammary,MMC_SJ_20160,SJ_20160,F,1.3.46.670589.11.17169.5.0.6060.2010092211025265032,2010-09-22,,4
138,Mouse-Mammary,MMC_SJ_18735,SJ_18735,F,1.3.46.670589.11.17169.5.0.2312.2010090911084543307,2010-09-09,,3
139,Mouse-Mammary,MMC_SJ_19110,SJ_19110,F,1.3.46.670589.11.17169.5.0.6060.2010092210023890006,2010-09-22,,4
140,Mouse-Mammary,MMC_SJ_19112,SJ_19112,F,1.3.46.670589.11.17169.5.0.4500.2010091513093646322,2010-09-15,,2
141,Mouse-Mammary,MMC_SJ_21160,SJ_21160,F,1.3.46.670589.11.17169.5.0.4180.2010120809275926214,2010-12-08,with DCE,4
142,Mouse-Mammary,MMC_SJ_19111,SJ_19111,F,1.3.46.670589.11.17169.5.0.4500.2010091512073290304,2010-09-15,,4
143,Mouse-Mammary,MMC_SJ_21165,SJ_21165,F,1.3.46.670589.11.17169.5.0.4180.2010121010095882396,2010-12-10,with DCE,4
144,Mouse-Mammary,MMC_SJ_20161,SJ_20161,F,1.3.46.670589.11.17169.5.0.4884.2010101410553221191,2010-10-14,with DCE,3
145,Mouse-Mammary,MMC_SJ_21169,SJ_21169,F,1.3.46.670589.11.17169.5.0.4180.2010121013090273468,2010-12-10,with DCE,2
146,Mouse-Mammary,MMC_SJ_21166,SJ_21166,F,1.3.46.670589.11.17169.5.0.4180.2010121011360123430,2010-12-10,with DCE,4
147,Mouse-Mammary,MMC_SJ_21168,SJ_21168,F,1.3.46.670589.11.17169.5.0.4180.2010120909405907352,2010-12-09,with DCE,5
148,Mouse-Mammary,MMC_SJ_20162,SJ_20162,F,1.3.46.670589.11.17169.5.0.4884.2010101412290089227,2010-10-14,with DCE,3
