,Collection,PatientID,PatientName,PatientSex,StudyInstanceUID,StudyDate,StudyDescription,SeriesCount,SeriesInstanceUID,Modality,ProtocolName,SeriesDate,SeriesDescription,BodyPartExamined,SeriesNumber,Manufacturer,ManufacturerModelName,SoftwareVersions,Visibility,ImageCount
10,Mouse-Mammary,MMC_SJ_1211711,MMC_SJ_1211711,F,1.3.46.670589.11.17169.5.0.9748.2013012411480649173.1,2013-01-24,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013012412230346544.1,MR,2m_AP_T1_3D_FFE,2013-01-24,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
11,Mouse-Mammary,MMC_SJ_1211711,MMC_SJ_1211711,F,1.3.46.670589.11.17169.5.0.6356.2012121908351592112.1,2012-12-19,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.1604.2012121908530801799.1,MR,2m_AP_T1_3D_FFE,2012-12-19,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
12,Mouse-Mammary,MMC_SJ_1211711,MMC_SJ_1211711,F,1.3.46.670589.11.17169.5.0.9748.2013013110294314954.1,2013-01-31,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013013111135941230.1,MR,2m_AP_T1_3D_FFE,2013-01-31,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
13,Mouse-Mammary,MMC_SJ_1211711,MMC_SJ_1211711,F,1.3.46.670589.11.17169.5.0.6200.2012120611305842572.1,2012-12-06,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.9208.2012120612154690219.1,MR,2m_AP_T1_3D_FFE,2012-12-06,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
14,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.9748.2013012409115851124.1,2013-01-24,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013012410374512853.1,MR,2m_AP_T1_3D_FFE,2013-01-24,2m_AP_T1_3D_FFE,ABDOMEN,501.000000,Philips Medical Systems,Achieva,3.2.2,1,164
15,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.9912.2012121709145028160.1,2012-12-17,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.4688.2012121709353981733.1,MR,2m_AP_T1_3D_FFE,2012-12-17,2m_AP_T1_3D_FFE,ABDOMEN,501.000000,Philips Medical Systems,Achieva,3.2.2,1,164
16,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.10972.2013011009001607104.1,2013-01-10,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.14352.2013011009183606189.1,MR,WIP 2m_AP_T1_3D_FFE,2013-01-10,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
17,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.9912.2012121308491037036.2,2012-12-13,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.4688.2012121309240442431.2,MR,2m_AP_T1_3D_FFE,2012-12-13,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
18,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.8484.2013010409502895064.1,2013-01-04,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.10716.2013010410164068585.1,MR,2m_AP_T1_3D_FFE,2013-01-04,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
19,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.10972.2013011408455659208.1,2013-01-14,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.14352.2013011409053939508.1,MR,WIP 2m_AP_T1_3D_FFE,2013-01-14,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
20,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.6356.2012121910142828158.1,2012-12-19,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.1604.2012121911024668601.1,MR,2m_AP_T1_3D_FFE,2012-12-19,2m_AP_T1_3D_FFE,ABDOMEN,501.000000,Philips Medical Systems,Achieva,3.2.2,1,164
21,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.9748.2013012810295379335.1,2013-01-28,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013012810473549951.1,MR,2m_AP_T1_3D_FFE,2013-01-28,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
22,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.7096.2013011711090998030.1,2013-01-17,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.9020.2013011711280704464.1,MR,2m_AP_T1_3D_FFE,2013-01-17,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
23,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.7408.2013010209033734051.1,2013-01-02,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7152.2013010209153818093.1,MR,2m_AP_T1_3D_FFE,2013-01-02,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
24,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.6200.2012120610012831532.2,2012-12-06,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.9208.2012120610343018718.2,MR,2m_AP_T1_3D_FFE,2012-12-06,2m_AP_T1_3D_FFE,ABDOMEN,501.000000,Philips Medical Systems,Achieva,3.2.2,1,164
25,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.9748.2013013108290723896.1,2013-01-31,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013013109000205473.1,MR,2m_AP_T1_3D_FFE,2013-01-31,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
26,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.6200.2012121009523625798.2,2012-12-10,Preinvasive mammary neoplasia,2,1.3.46.670589.11.17169.5.0.9208.2012121010115065705.2,MR,2m_TSE65_AP,2012-12-10,2m_TSE65_AP,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,72
27,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.6200.2012121009523625798.2,2012-12-10,Preinvasive mammary neoplasia,2,1.3.46.670589.11.17169.5.0.9208.2012121010380703788.2,MR,LowOnly_2m_TSE65_AP,2012-12-10,LowOnly_2m_TSE65_AP,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,36
28,Mouse-Mammary,MMC_SJ_1210187,MMC_SJ_1210187,F,1.3.46.670589.11.17169.5.0.8484.2013010708504203174.1,2013-01-07,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.10716.2013010709150014913.1,MR,2m_AP_T1_3D_FFE,2013-01-07,2m_AP_T1_3D_FFE,ABDOMEN,601.000000,Philips Medical Systems,Achieva,3.2.2,1,164
29,Mouse-Mammary,MMC_SJ_1212204,MMC_SJ_1212204,F,1.3.46.670589.11.17169.5.0.9748.2013013109012927910.1,2013-01-31,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013013109465840740.1,MR,2m_AP_T1_3D_FFE,2013-01-31,2m_AP_T1_3D_FFE,ABDOMEN,501.000000,Philips Medical Systems,Achieva,3.2.2,1,164
30,Mouse-Mammary,MMC_SJ_1212204,MMC_SJ_1212204,F,1.3.46.670589.11.17169.5.0.9748.2013012410420430145.1,2013-01-24,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013012411133916076.1,MR,2m_AP_T1_3D_FFE,2013-01-24,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
31,Mouse-Mammary,MMC_SJ_1212204,MMC_SJ_1212204,F,1.3.46.670589.11.17169.5.0.9748.2013012810491813349.1,2013-01-28,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013012811305804218.1,MR,2m_AP_T1_3D_FFE,2013-01-28,2m_AP_T1_3D_FFE,ABDOMEN,501.000000,Philips Medical Systems,Achieva,3.2.2,1,164
32,Mouse-Mammary,MMC_SJ_1210190,MMC_SJ_1210190,F,1.3.46.670589.11.17169.5.0.8484.2013010409502895064.2,2013-01-04,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.10716.2013010410164068585.2,MR,2m_AP_T1_3D_FFE,2013-01-04,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
33,Mouse-Mammary,MMC_SJ_1210190,MMC_SJ_1210190,F,1.3.46.670589.11.17169.5.0.6356.2012121910142828158.2,2012-12-19,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.1604.2012121911024668601.2,MR,2m_AP_T1_3D_FFE,2012-12-19,2m_AP_T1_3D_FFE,ABDOMEN,501.000000,Philips Medical Systems,Achieva,3.2.2,1,164
34,Mouse-Mammary,MMC_SJ_1210190,MMC_SJ_1210190,F,1.3.46.670589.11.17169.5.0.6200.2012120611124553558.2,2012-12-06,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.9208.2012120611300878968.2,MR,2m_AP_T1_3D_FFE,2012-12-06,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
35,Mouse-Mammary,MMC_SJ_1210190,MMC_SJ_1210190,F,1.3.46.670589.11.17169.5.0.10972.2013011009001607104.2,2013-01-10,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.14352.2013011009183606189.2,MR,WIP 2m_AP_T1_3D_FFE,2013-01-10,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
36,Mouse-Mammary,MMC_SJ_1210190,MMC_SJ_1210190,F,1.3.46.670589.11.17169.5.0.6200.2012121010263736808.2,2012-12-10,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.9208.2012121010594975883.2,MR,2m_TSE65_AP,2012-12-10,2m_TSE65_AP,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,72
37,Mouse-Mammary,MMC_SJ_1210190,MMC_SJ_1210190,F,1.3.46.670589.11.17169.5.0.9912.2012121309260426054.2,2012-12-13,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.4688.2012121310033117698.2,MR,2m_AP_T1_3D_FFE,2012-12-13,2m_AP_T1_3D_FFE,ABDOMEN,501.000000,Philips Medical Systems,Achieva,3.2.2,1,164
38,Mouse-Mammary,MMC_SJ_1210190,MMC_SJ_1210190,F,1.3.46.670589.11.17169.5.0.8484.2013010708504203174.2,2013-01-07,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.10716.2013010709150014913.2,MR,2m_AP_T1_3D_FFE,2013-01-07,2m_AP_T1_3D_FFE,ABDOMEN,601.000000,Philips Medical Systems,Achieva,3.2.2,1,164
39,Mouse-Mammary,MMC_SJ_1210190,MMC_SJ_1210190,F,1.3.46.670589.11.17169.5.0.9912.2012121709393634182.1,2012-12-17,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.4688.2012121710102401956.1,MR,2m_AP_T1_3D_FFE,2012-12-17,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
40,Mouse-Mammary,MMC_SJ_1210190,MMC_SJ_1210190,F,1.3.46.670589.11.17169.5.0.7408.2013010209033734051.2,2013-01-02,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7152.2013010209153818093.2,MR,2m_AP_T1_3D_FFE,2013-01-02,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
41,Mouse-Mammary,MMC_SJ_1212197,MMC_SJ_1212197,F,1.3.46.670589.11.17169.5.0.6356.2012121911152371184.2,2012-12-19,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.1604.2012121911432957824.2,MR,2m_AP_T1_3D_FFE,2012-12-19,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
42,Mouse-Mammary,MMC_SJ_1212197,MMC_SJ_1212197,F,1.3.46.670589.11.17169.5.0.10972.2013011010090342140.2,2013-01-10,Preinvasive mammary neoplasia,2,1.3.46.670589.11.17169.5.0.14352.2013011010571914831.2,MR,WIP 2m_AP_T1_3D_FFE,2013-01-10,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,48
43,Mouse-Mammary,MMC_SJ_1212197,MMC_SJ_1212197,F,1.3.46.670589.11.17169.5.0.10972.2013011010090342140.2,2013-01-10,Preinvasive mammary neoplasia,2,1.3.46.670589.11.17169.5.0.14352.2013011010324421657.2,MR,WIP 2m_AP_T1_3D_FFE,2013-01-10,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
44,Mouse-Mammary,MMC_SJ_1212197,MMC_SJ_1212197,F,1.3.46.670589.11.17169.5.0.7096.2013011711365535044.2,2013-01-17,Preinvasive mammary neoplasia,2,1.3.46.670589.11.17169.5.0.9020.2013011712375451861.2,MR,2m_AP_T1_3D_FFE,2013-01-17,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,40
45,Mouse-Mammary,MMC_SJ_1212197,MMC_SJ_1212197,F,1.3.46.670589.11.17169.5.0.7096.2013011711365535044.2,2013-01-17,Preinvasive mammary neoplasia,2,1.3.46.670589.11.17169.5.0.9020.2013011712110865687.2,MR,2m_AP_T1_3D_FFE,2013-01-17,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
46,Mouse-Mammary,MMC_SJ_1212197,MMC_SJ_1212197,F,1.3.46.670589.11.17169.5.0.9748.2013012410420430145.2,2013-01-24,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013012411133916076.2,MR,2m_AP_T1_3D_FFE,2013-01-24,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
47,Mouse-Mammary,MMC_SJ_1212197,MMC_SJ_1212197,F,1.3.46.670589.11.17169.5.0.9748.2013012810491813349.2,2013-01-28,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013012811305804218.2,MR,2m_AP_T1_3D_FFE,2013-01-28,2m_AP_T1_3D_FFE,ABDOMEN,501.000000,Philips Medical Systems,Achieva,3.2.2,1,164
48,Mouse-Mammary,MMC_SJ_1212197,MMC_SJ_1212197,F,1.3.46.670589.11.17169.5.0.9748.2013013108290723896.2,2013-01-31,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013013109000205473.2,MR,2m_AP_T1_3D_FFE,2013-01-31,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
49,Mouse-Mammary,MMC_SJ_1212197,MMC_SJ_1212197,F,1.3.46.670589.11.17169.5.0.10972.2013011410293275244.2,2013-01-14,Preinvasive mammary neoplasia,2,1.3.46.670589.11.17169.5.0.14352.2013011411044700172.2,MR,WIP 2m_AP_T1_3D_FFE,2013-01-14,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,80
50,Mouse-Mammary,MMC_SJ_1212197,MMC_SJ_1212197,F,1.3.46.670589.11.17169.5.0.10972.2013011410293275244.2,2013-01-14,Preinvasive mammary neoplasia,2,1.3.46.670589.11.17169.5.0.14352.2013011410385106998.2,MR,WIP 2m_AP_T1_3D_FFE,2013-01-14,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
51,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.9912.2012121710543479210.2,2012-12-17,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.4688.2012121711252142424.2,MR,2m_AP_T1_3D_FFE,2012-12-17,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
52,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.9748.2013013111143149972.1,2013-01-31,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013013111495298475.1,MR,2m_AP_T1_3D_FFE,2013-01-31,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
53,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.6200.2012121011465631840.2,2012-12-10,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.9208.2012121012174979172.2,MR,2m_TSE65_AP,2012-12-10,2m_TSE65_AP,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,72
54,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.6200.2012120612163553590.2,2012-12-06,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.9208.2012120612555454469.2,MR,2m_AP_T1_3D_FFE,2012-12-06,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
55,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.9912.2012121310584324090.2,2012-12-13,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.4688.2012121311160409166.2,MR,2m_AP_T1_3D_FFE,2012-12-13,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
56,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.7408.2013010210261570093.2,2013-01-02,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7152.2013010210474635636.2,MR,2m_AP_T1_3D_FFE,2013-01-02,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
57,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.9748.2013012812392615399.1,2013-01-28,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013012813154657909.1,MR,2m_AP_T1_3D_FFE,2013-01-28,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
58,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.7096.2013011713323479112.1,2013-01-17,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.9020.2013011714064493429.1,MR,2m_AP_T1_3D_FFE,2013-01-17,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
59,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.8484.2013010411144953118.2,2013-01-04,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.10716.2013010411361489075.2,MR,2m_AP_T1_3D_FFE,2013-01-04,2m_AP_T1_3D_FFE,ABDOMEN,301.000000,Philips Medical Systems,Achieva,3.2.2,1,164
60,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.6356.2012121909123387122.2,2012-12-19,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.1604.2012121909335703088.2,MR,2m_AP_T1_3D_FFE,2012-12-19,2m_AP_T1_3D_FFE,ABDOMEN,601.000000,Philips Medical Systems,Achieva,3.2.2,1,164
61,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.10972.2013011011251039172.1,2013-01-10,Preinvasive mammary neoplasia,2,1.3.46.670589.11.17169.5.0.14352.2013011012234759379.1,MR,WIP 2m_AP_T1_3D_FFE,2013-01-10,2m_AP_T1_3D_FFE,ABDOMEN,601.000000,Philips Medical Systems,Achieva,3.2.2,1,48
62,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.10972.2013011011251039172.1,2013-01-10,Preinvasive mammary neoplasia,2,1.3.46.670589.11.17169.5.0.14352.2013011011582207205.1,MR,WIP 2m_AP_T1_3D_FFE,2013-01-10,2m_AP_T1_3D_FFE,ABDOMEN,501.000000,Philips Medical Systems,Achieva,3.2.2,1,164
63,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.9748.2013012412233996191.1,2013-01-24,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013012413003326789.1,MR,2m_AP_T1_3D_FFE,2013-01-24,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
64,Mouse-Mammary,MMC_SJ_1211714,MMC_SJ_1211714,F,1.3.46.670589.11.17169.5.0.10972.2013011411294431272.1,2013-01-14,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.14352.2013011412123864667.1,MR,WIP 2m_AP_T1_3D_FFE,2013-01-14,2m_AP_T1_3D_FFE,ABDOMEN,801.000000,Philips Medical Systems,Achieva,3.2.2,1,164
65,Mouse-Mammary,MMC_SJ_1211723,MMC_SJ_1211723,F,1.3.46.670589.11.17169.5.0.10972.2013011009224068122.2,2013-01-10,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.14352.2013011009554242434.2,MR,WIP 2m_AP_T1_3D_FFE,2013-01-10,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
66,Mouse-Mammary,MMC_SJ_1211723,MMC_SJ_1211723,F,1.3.46.670589.11.17169.5.0.9748.2013012811313049371.2,2013-01-28,Preinvasive mammary neoplasia,1,1.3.46.670589.11.17169.5.0.7916.2013012812065085463.2,MR,2m_AP_T1_3D_FFE,2013-01-28,2m_AP_T1_3D_FFE,ABDOMEN,401.000000,Philips Medical Systems,Achieva,3.2.2,1,164
