,Collection,PatientID,PatientName,PatientSex,StudyInstanceUID,StudyDate,StudyDescription,SeriesCount,SeriesInstanceUID,Modality,ProtocolName,SeriesDate,SeriesDescription,BodyPartExamined,SeriesNumber,Manufacturer,ManufacturerModelName,SoftwareVersions,Visibility,ImageCount
19,Mouse-Astrocytoma,TVD_GBM_IC2_11311021_020111,TVD_GBM_IC2_11311021_020111,M,1.3.46.670589.11.17169.5.0.2964.2011020108354798122.3,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020109521098932.3,MR,T1_FFE_Cor_PreC SENSE,2011-02-01,T1_FFE_Cor_PreC SENSE,SKULL,501.000000,Philips Medical Systems,Achieva,2.6.3,1,48
20,Mouse-Astrocytoma,TVD_GBM_IC2_11311021_020111,TVD_GBM_IC2_11311021_020111,M,1.3.46.670589.11.17169.5.0.2964.2011020108354798122.3,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020109594775959.3,MR,T1_FFE_PreFA5 SENSE,2011-02-01,T1_FFE_PreFA5 SENSE,SKULL,601.000000,Philips Medical Systems,Achieva,2.6.3,1,12
21,Mouse-Astrocytoma,TVD_GBM_IC2_11311021_020111,TVD_GBM_IC2_11311021_020111,M,1.3.46.670589.11.17169.5.0.2964.2011020108354798122.3,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020109221331908.3,MR,TSE_100_Cor_P4 SENSE,2011-02-01,TSE_100_Cor_P4 SENSE,SKULL,401.000000,Philips Medical Systems,Achieva,2.6.3,1,30
22,Mouse-Astrocytoma,TVD_GBM_U87_1202252_021512,TVD_GBM_U87_1202252_021512,F,1.3.46.670589.11.17169.5.0.548.2012021510554459498.1,2012-02-15,,6,1.3.46.670589.11.17169.5.0.7588.2012021512355711112.1,MR,WIP Dyn22s_AP_TR9/TE3 SENSE,2012-02-15,Dyn22s_AP_TR9/TE3 SENSE,SKULL,1001.000000,Philips Medical Systems,Achieva,2.6.3,1,600
23,Mouse-Astrocytoma,TVD_GBM_U87_1202252_021512,TVD_GBM_U87_1202252_021512,F,1.3.46.670589.11.17169.5.0.548.2012021510554459498.1,2012-02-15,,6,1.3.46.670589.11.17169.5.0.8768.2012021513152731000.1,MR,sT1_FFE_Cor_Subtr,2012-02-15,sT1_FFE_Cor_Subtr,SKULL,1102.000000,Philips Medical Systems,Achieva,2.6.3,1,48
24,Mouse-Astrocytoma,TVD_GBM_U87_1202252_021512,TVD_GBM_U87_1202252_021512,F,1.3.46.670589.11.17169.5.0.548.2012021510554459498.1,2012-02-15,,6,1.3.46.670589.11.17169.5.0.7588.2012021512543057321.1,MR,WIP T1_FFE_Cor_PostC SENSE,2012-02-15,T1_FFE_Cor_PostC SENSE,SKULL,1101.000000,Philips Medical Systems,Achieva,2.6.3,1,48
25,Mouse-Astrocytoma,TVD_GBM_U87_1202252_021512,TVD_GBM_U87_1202252_021512,F,1.3.46.670589.11.17169.5.0.548.2012021510554459498.1,2012-02-15,,6,1.3.46.670589.11.17169.5.0.7588.2012021511485671798.1,MR,WIP TSE_100_Cor_P4 SENSE,2012-02-15,TSE_100_Cor_P4 SENSE,SKULL,501.000000,Philips Medical Systems,Achieva,2.6.3,1,30
26,Mouse-Astrocytoma,TVD_GBM_U87_1202252_021512,TVD_GBM_U87_1202252_021512,F,1.3.46.670589.11.17169.5.0.548.2012021510554459498.1,2012-02-15,,6,1.3.46.670589.11.17169.5.0.7588.2012021512332107906.1,MR,WIP T1_FFE_PreFA5 SENSE,2012-02-15,T1_FFE_PreFA5 SENSE,SKULL,801.000000,Philips Medical Systems,Achieva,2.6.3,1,12
27,Mouse-Astrocytoma,TVD_GBM_U87_1202252_021512,TVD_GBM_U87_1202252_021512,F,1.3.46.670589.11.17169.5.0.548.2012021510554459498.1,2012-02-15,,6,1.3.46.670589.11.17169.5.0.7588.2012021512254482849.1,MR,WIP T1_FFE_Cor_PreC SENSE,2012-02-15,T1_FFE_Cor_PreC SENSE,SKULL,701.000000,Philips Medical Systems,Achieva,2.6.3,1,48
28,Mouse-Astrocytoma,TVD_GBM_U87_4541_121411,TVD_GBM_U87_4541_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.4,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.2192.2011121410342762635.4,MR,WIP Dyn22s_AP_TR9/TE3 SENSE,2011-12-14,Dyn22s_AP_TR9/TE3 SENSE,SKULL,701.000000,Philips Medical Systems,Achieva,2.6.3,1,600
29,Mouse-Astrocytoma,TVD_GBM_U87_4541_121411,TVD_GBM_U87_4541_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.4,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.2192.2011121410530620844.4,MR,WIP T1_FFE_Cor_PostC SENSE,2011-12-14,T1_FFE_Cor_PostC SENSE,SKULL,801.000000,Philips Medical Systems,Achieva,2.6.3,1,48
30,Mouse-Astrocytoma,TVD_GBM_U87_4541_121411,TVD_GBM_U87_4541_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.4,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.9228.2012020711303743000.4,MR,sWIP T1_FFE_Subtr,2011-12-14,sWIP T1_FFE_Subtr,SKULL,802.000000,Philips Medical Systems,Achieva,2.6.3,1,48
31,Mouse-Astrocytoma,TVD_GBM_U87_4541_121411,TVD_GBM_U87_4541_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.4,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.2192.2011121410230351531.4,MR,WIP T1_FFE_Cor_PreC SENSE,2011-12-14,T1_FFE_Cor_PreC SENSE,SKULL,501.000000,Philips Medical Systems,Achieva,2.6.3,1,48
32,Mouse-Astrocytoma,TVD_GBM_U87_4541_121411,TVD_GBM_U87_4541_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.4,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.2192.2011121409534775507.4,MR,WIP TSE_100_Cor_P4 SENSE,2011-12-14,TSE_100_Cor_P4 SENSE,SKULL,401.000000,Philips Medical Systems,Achieva,2.6.3,1,30
33,Mouse-Astrocytoma,TVD_GBM_U87_4541_121411,TVD_GBM_U87_4541_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.4,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.2192.2011121410304015558.4,MR,WIP T1_FFE_PreFA5 SENSE,2011-12-14,T1_FFE_PreFA5 SENSE,SKULL,601.000000,Philips Medical Systems,Achieva,2.6.3,1,12
34,Mouse-Astrocytoma,TVD_GBM_IC2_11311002_020811,TVD_GBM_IC2_11311002_020811,F,1.3.46.670589.11.17169.5.0.3164.2011020809040192350.1,2011-02-08,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.6148.2011020810431689426.1,MR,T1_FFE_Cor_PostC SENSE,2011-02-08,T1_FFE_Cor_PostC SENSE,SKULL,901.000000,Philips Medical Systems,Achieva,2.6.3,1,48
35,Mouse-Astrocytoma,TVD_GBM_IC2_11311002_020811,TVD_GBM_IC2_11311002_020811,F,1.3.46.670589.11.17169.5.0.3164.2011020809040192350.1,2011-02-08,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.6148.2011020810244329178.1,MR,Dyn22s_AP_TR9/TE3 SENSE,2011-02-08,Dyn22s_AP_TR9/TE3 SENSE,SKULL,801.000000,Philips Medical Systems,Achieva,2.6.3,1,600
36,Mouse-Astrocytoma,TVD_GBM_IC2_11311002_020811,TVD_GBM_IC2_11311002_020811,F,1.3.46.670589.11.17169.5.0.3164.2011020809040192350.1,2011-02-08,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.6148.2011020810241335140.1,MR,T1_FFE_PreFA5 SENSE,2011-02-08,T1_FFE_PreFA5 SENSE,SKULL,701.000000,Philips Medical Systems,Achieva,2.6.3,1,12
37,Mouse-Astrocytoma,TVD_GBM_IC2_11311002_020811,TVD_GBM_IC2_11311002_020811,F,1.3.46.670589.11.17169.5.0.3164.2011020809040192350.1,2011-02-08,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.9740.2012020610495343000.1,MR,sT1_FFE_Subtr,2011-02-08,sT1_FFE_Subtr,SKULL,902.000000,Philips Medical Systems,Achieva,2.6.3,1,48
38,Mouse-Astrocytoma,TVD_GBM_IC2_11311002_020811,TVD_GBM_IC2_11311002_020811,F,1.3.46.670589.11.17169.5.0.3164.2011020809040192350.1,2011-02-08,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.6148.2011020810163662113.1,MR,T1_FFE_Cor_PreC SENSE,2011-02-08,T1_FFE_Cor_PreC SENSE,SKULL,601.000000,Philips Medical Systems,Achieva,2.6.3,1,48
39,Mouse-Astrocytoma,TVD_GBM_IC2_11311002_020811,TVD_GBM_IC2_11311002_020811,F,1.3.46.670589.11.17169.5.0.3164.2011020809040192350.1,2011-02-08,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.6148.2011020809463859089.1,MR,TSE_100_Cor_P4 SENSE,2011-02-08,TSE_100_Cor_P4 SENSE,SKULL,501.000000,Philips Medical Systems,Achieva,2.6.3,1,30
40,Mouse-Astrocytoma,TVD_GBM_IC2_11311008_020111,TVD_GBM_IC2_11311008_020111,F,1.3.46.670589.11.17169.5.0.2964.2011020109561014136.2,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020111480776836.2,MR,T1_FFE_Cor_PostC SENSE,2011-02-01,T1_FFE_Cor_PostC SENSE,SKULL,901.000000,Philips Medical Systems,Achieva,2.6.3,1,48
41,Mouse-Astrocytoma,TVD_GBM_IC2_11311008_020111,TVD_GBM_IC2_11311008_020111,F,1.3.46.670589.11.17169.5.0.2964.2011020109561014136.2,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020110494625498.2,MR,TSE_100_Cor_P4 SENSE,2011-02-01,TSE_100_Cor_P4 SENSE,SKULL,501.000000,Philips Medical Systems,Achieva,2.6.3,1,30
42,Mouse-Astrocytoma,TVD_GBM_IC2_11311008_020111,TVD_GBM_IC2_11311008_020111,F,1.3.46.670589.11.17169.5.0.2964.2011020109561014136.2,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020111293426627.2,MR,Dyn22s_AP_TR9/TE3 SENSE,2011-02-01,Dyn22s_AP_TR9/TE3 SENSE,SKULL,801.000000,Philips Medical Systems,Achieva,2.6.3,1,600
43,Mouse-Astrocytoma,TVD_GBM_IC2_11311008_020111,TVD_GBM_IC2_11311008_020111,F,1.3.46.670589.11.17169.5.0.2964.2011020109561014136.2,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.10748.2012020709125741000.2,MR,sT1_FFE_Subtr,2011-02-01,sT1_FFE_Subtr,SKULL,902.000000,Philips Medical Systems,Achieva,2.6.3,1,48
44,Mouse-Astrocytoma,TVD_GBM_IC2_11311008_020111,TVD_GBM_IC2_11311008_020111,F,1.3.46.670589.11.17169.5.0.2964.2011020109561014136.2,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020111272084549.2,MR,T1_FFE_PreFA5 SENSE,2011-02-01,T1_FFE_PreFA5 SENSE,SKULL,701.000000,Philips Medical Systems,Achieva,2.6.3,1,12
45,Mouse-Astrocytoma,TVD_GBM_IC2_11311008_020111,TVD_GBM_IC2_11311008_020111,F,1.3.46.670589.11.17169.5.0.2964.2011020109561014136.2,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020111194384522.2,MR,T1_FFE_Cor_PreC SENSE,2011-02-01,T1_FFE_Cor_PreC SENSE,SKULL,601.000000,Philips Medical Systems,Achieva,2.6.3,1,48
46,Mouse-Astrocytoma,TVD_GBM_U87_4540_121411,TVD_GBM_U87_4540_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.3,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.2192.2011121410530620844.3,MR,WIP T1_FFE_Cor_PostC SENSE,2011-12-14,T1_FFE_Cor_PostC SENSE,SKULL,801.000000,Philips Medical Systems,Achieva,2.6.3,1,48
47,Mouse-Astrocytoma,TVD_GBM_U87_4540_121411,TVD_GBM_U87_4540_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.3,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.9228.2012020711303743000.3,MR,sWIP T1_FFE_Subtr,2011-12-14,sWIP T1_FFE_Subtr,SKULL,802.000000,Philips Medical Systems,Achieva,2.6.3,1,48
48,Mouse-Astrocytoma,TVD_GBM_U87_4540_121411,TVD_GBM_U87_4540_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.3,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.2192.2011121410342762635.3,MR,WIP Dyn22s_AP_TR9/TE3 SENSE,2011-12-14,Dyn22s_AP_TR9/TE3 SENSE,SKULL,701.000000,Philips Medical Systems,Achieva,2.6.3,1,600
49,Mouse-Astrocytoma,TVD_GBM_U87_4540_121411,TVD_GBM_U87_4540_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.3,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.2192.2011121409534775507.3,MR,WIP TSE_100_Cor_P4 SENSE,2011-12-14,TSE_100_Cor_P4 SENSE,SKULL,401.000000,Philips Medical Systems,Achieva,2.6.3,1,30
50,Mouse-Astrocytoma,TVD_GBM_U87_4540_121411,TVD_GBM_U87_4540_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.3,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.2192.2011121410230351531.3,MR,WIP T1_FFE_Cor_PreC SENSE,2011-12-14,T1_FFE_Cor_PreC SENSE,SKULL,501.000000,Philips Medical Systems,Achieva,2.6.3,1,48
51,Mouse-Astrocytoma,TVD_GBM_U87_4540_121411,TVD_GBM_U87_4540_121411,F,1.3.46.670589.11.17169.5.0.8084.2011121408484042048.3,2011-12-14,Spontaneous Brain Tumor Model,6,1.3.46.670589.11.17169.5.0.2192.2011121410304015558.3,MR,WIP T1_FFE_PreFA5 SENSE,2011-12-14,T1_FFE_PreFA5 SENSE,SKULL,601.000000,Philips Medical Systems,Achieva,2.6.3,1,12
52,Mouse-Astrocytoma,TVD_GBM_IC2_11311023_020111,TVD_GBM_IC2_11311023_020111,M,1.3.46.670589.11.17169.5.0.2964.2011020108354798122.4,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020109594775959.4,MR,T1_FFE_PreFA5 SENSE,2011-02-01,T1_FFE_PreFA5 SENSE,SKULL,601.000000,Philips Medical Systems,Achieva,2.6.3,1,12
53,Mouse-Astrocytoma,TVD_GBM_IC2_11311023_020111,TVD_GBM_IC2_11311023_020111,M,1.3.46.670589.11.17169.5.0.2964.2011020108354798122.4,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020109221331908.4,MR,TSE_100_Cor_P4 SENSE,2011-02-01,TSE_100_Cor_P4 SENSE,SKULL,401.000000,Philips Medical Systems,Achieva,2.6.3,1,30
54,Mouse-Astrocytoma,TVD_GBM_IC2_11311023_020111,TVD_GBM_IC2_11311023_020111,M,1.3.46.670589.11.17169.5.0.2964.2011020108354798122.4,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020110010465043.4,MR,Dyn22s_AP_TR9/TE3 SENSE,2011-02-01,Dyn22s_AP_TR9/TE3 SENSE,SKULL,701.000000,Philips Medical Systems,Achieva,2.6.3,1,600
55,Mouse-Astrocytoma,TVD_GBM_IC2_11311023_020111,TVD_GBM_IC2_11311023_020111,M,1.3.46.670589.11.17169.5.0.2964.2011020108354798122.4,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020109521098932.4,MR,T1_FFE_Cor_PreC SENSE,2011-02-01,T1_FFE_Cor_PreC SENSE,SKULL,501.000000,Philips Medical Systems,Achieva,2.6.3,1,48
56,Mouse-Astrocytoma,TVD_GBM_IC2_11311023_020111,TVD_GBM_IC2_11311023_020111,M,1.3.46.670589.11.17169.5.0.2964.2011020108354798122.4,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5936.2012020709115638000.4,MR,sT1_FFE_Subtr,2011-02-01,sT1_FFE_Subtr,SKULL,802.000000,Philips Medical Systems,Achieva,2.6.3,1,48
57,Mouse-Astrocytoma,TVD_GBM_IC2_11311023_020111,TVD_GBM_IC2_11311023_020111,M,1.3.46.670589.11.17169.5.0.2964.2011020108354798122.4,2011-02-01,GBM_intracranial,6,1.3.46.670589.11.17169.5.0.5800.2011020110194632252.4,MR,T1_FFE_Cor_PostC SENSE,2011-02-01,T1_FFE_Cor_PostC SENSE,SKULL,801.000000,Philips Medical Systems,Achieva,2.6.3,1,48
58,Mouse-Astrocytoma,TVD_GBM_U87_1202141_021412,TVD_GBM_U87_1202141_021412,F,1.3.46.670589.11.17169.5.0.548.2012021409575487420.1,2012-02-14,Group-487 Cells,6,1.3.46.670589.11.17169.5.0.7588.2012021411304595743.1,MR,WIP Dyn22s_AP_TR9/TE3 SENSE,2012-02-14,Dyn22s_AP_TR9/TE3 SENSE,SKULL,801.000000,Philips Medical Systems,Achieva,2.6.3,1,600
59,Mouse-Astrocytoma,TVD_GBM_U87_1202141_021412,TVD_GBM_U87_1202141_021412,F,1.3.46.670589.11.17169.5.0.548.2012021409575487420.1,2012-02-14,Group-487 Cells,6,1.3.46.670589.11.17169.5.0.7588.2012021411214051607.1,MR,WIP T1_FFE_Cor_PreC SENSE,2012-02-14,T1_FFE_Cor_PreC SENSE,SKULL,501.000000,Philips Medical Systems,Achieva,2.6.3,1,48
60,Mouse-Astrocytoma,TVD_GBM_U87_1202141_021412,TVD_GBM_U87_1202141_021412,F,1.3.46.670589.11.17169.5.0.548.2012021409575487420.1,2012-02-14,Group-487 Cells,6,1.3.46.670589.11.17169.5.0.7588.2012021411491925952.1,MR,WIP T1_FFE_Cor_PostC SENSE,2012-02-14,T1_FFE_Cor_PostC SENSE,SKULL,901.000000,Philips Medical Systems,Achieva,2.6.3,1,48
61,Mouse-Astrocytoma,TVD_GBM_U87_1202141_021412,TVD_GBM_U87_1202141_021412,F,1.3.46.670589.11.17169.5.0.548.2012021409575487420.1,2012-02-14,Group-487 Cells,6,1.3.46.670589.11.17169.5.0.7588.2012021410522906582.1,MR,WIP TSE_100_Cor_P4 SENSE,2012-02-14,TSE_100_Cor_P4 SENSE,SKULL,401.000000,Philips Medical Systems,Achieva,2.6.3,1,30
