,Collection,PatientID,PatientName,StudyInstanceUID,StudyDate,StudyDescription,SeriesCount
34,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.3664.1210346041.2,2008-05-09,Scanner-Philips_Exp-25_Pitch-1.2_SlCol-16x0.75mm,60
35,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.1684.1225390852.2,2008-10-30,Scanner-Philips_Exp-25_Pitch-0.9_SlCol-16x0.75mm,60
36,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.1684.1225399948.4,2008-10-30,Scanner-Philips_Exp-100_Pitch-0.9_SlCol-16x0.75mm,60
37,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.1140.1225469266.2,2008-10-31,Scanner-Philips_Exp-200_Pitch-0.9_SlCol-16x0.75mm,60
38,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2896.1210606196.1,2008-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60
39,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.2892.1213885522.2,2008-06-19,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60
40,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.1628.1224255064.3,2008-10-17,Scanner-Philips_Exp-200_Pitch-0.9_SlCol-16x0.75mm,60
41,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.1628.1224270223.5,2008-10-17,Scanner-Philips_Exp-25_Pitch-0.9_SlCol-16x0.75mm,60
42,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.3124.1224512659.3,2008-10-20,Scanner-Philips_Exp-100_Pitch-0.9_SlCol-16x0.75mm,60
43,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.3124.1224526807.4,2008-10-20,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60
44,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.3124.1224532701.6,2008-10-20,Scanner-Philips_Exp-25_Pitch-1.2_SlCol-16x0.75mm,60
45,Phantom FDA,NoduleLayout_4,Thoracic Phantom,1.2.840.113704.1.111.3124.1224538480.7,2008-10-20,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60
46,Phantom FDA,NoduleLayout_6,Thoracic Phantom,1.2.840.113704.1.111.2272.1226677641.2,2008-11-14,Scanner-Philips_Exp-25_Pitch-1.2_SlCol-16x1.5mm,60
47,Phantom FDA,NoduleLayout_6,Thoracic Phantom,1.2.840.113704.1.111.2272.1226683138.3,2008-11-14,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60
48,Phantom FDA,NoduleLayout_6,Thoracic Phantom,1.2.840.113704.1.111.2036.1226349442.7,2008-11-10,Scanner-Philips_Exp-25_Pitch-1.2_SlCol-16x0.75mm,60
49,Phantom FDA,NoduleLayout_6,Thoracic Phantom,1.2.840.113704.1.111.4060.1225742450.4,2008-11-03,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60
50,Phantom FDA,NoduleLayout_6,Thoracic Phantom,1.2.840.113704.1.111.2272.1226689473.4,2008-11-14,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x1.5mm,60
51,Phantom FDA,NoduleLayout_6,Thoracic Phantom,1.2.840.113704.1.111.4068.1225815400.2,2008-11-04,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60
52,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.1736.1231435453.3,2009-01-08,Scanner-Philips_Exp-200_Pitch-0.9_SlCol-16x1.5mm,60
53,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.2216.1229100465.1,2008-12-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60
54,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.1104.1226944054.2,2008-11-17,Scanner-Philips_Exp-25_Pitch-1.2_SlCol-16x0.75mm,60
55,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.2960.1229535177.2,2008-12-17,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60
56,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.2828.1231512101.3,2009-01-09,Scanner-Philips_Exp-100_Pitch-0.9_SlCol-16x0.75mm,60
57,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.2368.1229967774.3,2008-12-22,Scanner-Philips_Exp-25_Pitch-1.2_SlCol-16x1.5mm,60
58,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.548.1230048190.2,2008-12-23,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60
59,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.548.1230055041.3,2008-12-23,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x1.5mm,60
60,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.2128.1232123316.2,2009-01-16,Scanner-Philips_Exp-200_Pitch-0.9_SlCol-16x0.75mm,60
61,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.1736.1231443295.4,2009-01-08,Scanner-Philips_Exp-25_Pitch-0.9_SlCol-16x0.75mm,60
62,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.548.1230061581.4,2008-12-23,Scanner-Philips_Exp-25_Pitch-0.9_SlCol-16x1.5mm,60
63,Phantom FDA,NoduleLayout_7,Thoracic Phantom,1.2.840.113704.1.111.1736.1231427775.2,2009-01-08,Scanner-Philips_Exp-100_Pitch-0.9_SlCol-16x1.5mm,60
64,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.2684.1242141717.2,2009-05-12,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x0.75mm,60
65,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.2684.1242153152.3,2009-05-12,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x1.5mm,60
66,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.1780.1247518782.3,2009-07-13,Scanner-Philips_Exp-25_Pitch-0.9_SlCol-16x0.75mm,60
67,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3788.1241187989.4,2009-05-01,Scanner-Philips_Exp-200_Pitch-1.2_SlCol-16x0.75mm,60
68,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.1780.1247506608.2,2009-07-13,Scanner-Philips_Exp-100_Pitch-0.9_SlCol-16x0.75mm,60
69,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3788.1241200354.6,2009-05-01,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x0.75mm,60
70,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.1780.1247767221.9,2009-07-16,Scanner-Philips_Exp-200_Pitch-0.9_SlCol-16x1.5mm,60
71,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60
72,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60
73,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.1780.1247779860.11,2009-07-16,Scanner-Philips_Exp-25_Pitch-0.9_SlCol-16x1.5mm,60
74,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.1780.1247773586.10,2009-07-16,Scanner-Philips_Exp-100_Pitch-0.9_SlCol-16x1.5mm,60
75,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247251869.4,2009-07-10,Scanner-Philips_Exp-200_Pitch-0.9_SlCol-16x0.75mm,60
